drug_name, pubchem_id, cns, xlogp, tpsa, MaxEStateIndex, MinEStateIndex, MaxAbsEStateIndex, MinAbsEStateIndex, qed, MolWt, HeavyAtomMolWt, ExactMolWt, NumValenceElectrons, NumRadicalElectrons, MaxPartialCharge, MinPartialCharge, MaxAbsPartialCharge, MinAbsPartialCharge, FpDensityMorgan1, FpDensityMorgan2, FpDensityMorgan3, BalabanJ, BertzCT, Chi0, Chi0n, Chi0v, Chi1, Chi1n, Chi1v, Chi2n, Chi2v, Chi3n, Chi3v, Chi4n, Chi4v, HallKierAlpha, Ipc, Kappa1, Kappa2, Kappa3, LabuteASA, PEOE_VSA1, PEOE_VSA10, PEOE_VSA11, PEOE_VSA12, PEOE_VSA13, PEOE_VSA14, PEOE_VSA2, PEOE_VSA3, PEOE_VSA4, PEOE_VSA5, PEOE_VSA6, PEOE_VSA7, PEOE_VSA8, PEOE_VSA9, SMR_VSA1, SMR_VSA10, SMR_VSA2, SMR_VSA3, SMR_VSA4, SMR_VSA5, SMR_VSA6, SMR_VSA7, SMR_VSA8, SMR_VSA9, SlogP_VSA1, SlogP_VSA10, SlogP_VSA11, SlogP_VSA12, SlogP_VSA2, SlogP_VSA3, SlogP_VSA4, SlogP_VSA5, SlogP_VSA6, SlogP_VSA7, SlogP_VSA8, SlogP_VSA9, EState_VSA1, EState_VSA10, EState_VSA11, EState_VSA2, EState_VSA3, EState_VSA4, EState_VSA5, EState_VSA6, EState_VSA7, EState_VSA8, EState_VSA9, VSA_EState1, VSA_EState10, VSA_EState2, VSA_EState3, VSA_EState4, VSA_EState5, VSA_EState6, VSA_EState7, VSA_EState8, VSA_EState9, FractionCSP3, HeavyAtomCount, NHOHCount, NOCount, NumAliphaticCarbocycles, NumAliphaticHeterocycles, NumAliphaticRings, NumAromaticCarbocycles, NumAromaticHeterocycles, NumAromaticRings, NumHAcceptors, NumHDonors, NumHeteroatoms, NumRotatableBonds, NumSaturatedCarbocycles, NumSaturatedHeterocycles, NumSaturatedRings, RingCount, MolMR, fr_Al_COO, fr_Al_OH, fr_Al_OH_noTert, fr_ArN, fr_Ar_COO, fr_Ar_N, fr_Ar_NH, fr_Ar_OH, fr_COO, fr_COO2, fr_C_O, fr_C_O_noCOO, fr_C_S, fr_HOCCN, fr_Imine, fr_NH0, fr_NH1, fr_NH2, fr_N_O, fr_Ndealkylation1, fr_Ndealkylation2, fr_Nhpyrrole, fr_SH, fr_aldehyde, fr_alkyl_carbamate, fr_alkyl_halide, fr_allylic_oxid, fr_amide, fr_amidine, fr_aniline, fr_aryl_methyl, fr_azide, fr_azo, fr_barbitur, fr_benzene, fr_benzodiazepine, fr_bicyclic, fr_diazo, fr_dihydropyridine, fr_epoxide, fr_ester, fr_ether, fr_furan, fr_guanido, fr_halogen, fr_hdrzine, fr_hdrzone, fr_imidazole, fr_imide, fr_isocyan, fr_isothiocyan, fr_ketone, fr_ketone_Topliss, fr_lactam, fr_lactone, fr_methoxy, fr_morpholine, fr_nitrile, fr_nitro, fr_nitro_arom, fr_nitro_arom_nonortho, fr_nitroso, fr_oxazole, fr_oxime, fr_para_hydroxylation, fr_phenol, fr_phenol_noOrthoHbond, fr_phos_acid, fr_phos_ester, fr_piperdine, fr_piperzine, fr_priamide, fr_prisulfonamd, fr_pyridine, fr_quatN, fr_sulfide, fr_sulfonamd, fr_sulfone, fr_term_acetylene, fr_tetrazole, fr_thiazole, fr_thiocyan, fr_thiophene, fr_unbrch_alkane, fr_urea
                    Gabapentin,       3446,        1,   -1.100,   63.300,     10.57606,     -0.70616,     10.57606,      0.07928,      0.67373,    171.24000,    154.10400,    171.12593,     70,      0,      0.30346,     -0.48121,      0.48121,      0.30346,      1.33333,      1.91667,      2.33333,      2.53263,    161.91147,      9.02710,      7.38256,      7.38256,      5.68427,      4.60375,      4.60375,      3.83530,      3.83530,      2.87345,      2.87345,      2.07564,      2.07564,     -0.57000,    491.62777,      9.51749,      3.89561,      2.20583,     72.94860,     10.84019,      0,      0,      0,      0,      5.96931,      4.79454,      0,      0,      0,     19.26246,     24.80139,      0,      6.42082,      9.90106,      5.96931,      0,      0,     11.14866,     38.52493,      6.54476,      0,      0,      0,      5.73367,      0,      0,      0,     17.62059,      4.79454,      5.41499,     38.52493,      0,      0,      0,      0,      5.96931,      4.79454,      0,     11.83581,      6.54476,     25.68329,      6.42082,      0,      0,      0,     10.84019,      0,      0,     10.57606,      8.70649,      5.54391,     -0.70616,      0,      5.76927,      0.52708,      0,      0.88889,     12,      3,      3,      1,      0,      1,      0,      0,      0,      2,      2,      3,      3,      1,      0,      1,      1,     46.82520,      1,      0,      0,      0,      0,      0,      0,      0,      1,      1,      1,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0
                   Galantamine,       9651,        1,    1.800,   41.900,      9.97287,     -0.41170,      9.97287,      0.00838,      0.80052,    287.35900,    266.19100,    287.15214,    112,      0,      0.16568,     -0.49286,      0.49286,      0.16568,      1.42857,      2.28571,      3.09524,      1.95444,    612.29794,     14.61252,     12.50345,     12.50345,     10.13700,      7.56837,      7.56837,      6.42788,      6.42788,      5.14670,      5.14670,      4.07732,      4.07732,     -1.52000,  95968.98763,     13.16438,      4.48557,      1.75482,    124.51983,     19.48016,      6.10397,     11.49902,      0,      0,      0,      0,      0,      0,      0,     18.21841,     31.64307,     18.52903,     18.62875,     14.58025,      0,      0,      4.89991,      0,     37.00932,     20.70223,     35.41168,      0,     11.49902,      9.47373,      0,     11.49902,      0,     42.91660,     11.95975,      0,     23.96855,     24.28477,      0,      0,      0,      6.10397,      5.10653,      0,     11.51896,      6.42082,     31.00936,     11.12690,      7.10980,     12.14239,     24.08997,      9.47373,     11.75541,      0,      2.35228,      9.97287,      2.48344,      1.68428,      4.15710,      5.37976,      1.95564,      3.84257,      0.52941,     21,      1,      4,      1,      2,      3,      1,      0,      1,      4,      1,      4,      1,      0,      0,      0,      4,     79.80280,      0,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0
                   Ganciclovir,  135398740,        0,   -2.500,  135.000,     11.45559,     -0.68671,     11.45559,      0.01556,      0.48549,    255.23400,    242.13000,    255.09675,     98,      0,      0.30212,     -0.39358,      0.39358,      0.30212,      1.50000,      2.22222,      2.88889,      2.26521,    588.14579,     13.12096,      9.40594,      9.40594,      8.65140,      5.19318,      5.19318,      3.62169,      3.62169,      2.36537,      2.36537,      1.42819,      1.42819,     -1.97000,  15234.68548,     12.48597,      5.12350,      2.32184,    100.85434,     25.66756,     18.48196,      5.51670,      5.94834,      0,      5.55927,      9.36164,      4.98398,      4.98398,      0,      0,      0,      0,     19.54108,     14.94992,     17.11222,      0,     19.51904,      0,     12.83478,     18.94743,     16.68112,      0,      0,     11.29293,      5.94834,      0,      0,     49.04982,     11.46768,      0,      0,     11.12186,      0,     11.16388,      0,     11.66323,      4.79454,      0,     31.40962,      5.64718,      0,     10.89442,      0,      0,     14.95194,     20.68359,      6.70552,      0,     21.55437,     17.71693,      5.43281,     -0.01841,      0,      0.69771,     -0.58892,      0,      0.44444,     18,      5,      0,      0,      0,      0,      0,      2,      2,      8,      4,      0,      5,      0,      0,      0,      2,     61.60570,      0,      2,      2,      1,      0,      4,      1,      0,      0,      0,      0,      0,      0,      0,      0,      3,      1,      1,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0
                  Gatifloxacin,       5379,        0,   -0.700,   82.100,     15.10226,     -1.30955,     15.10226,      0.04452,      0.85029,    375.40000,    353.22400,    375.15943,    144,      0,      0.34072,     -0.49224,      0.49224,      0.34072,      1.40741,      2.14815,      2.74074,      2.03123,    983.30420,     19.29216,     15.28929,     15.28929,     12.91792,      9.08963,      9.08963,      7.25309,      7.25309,      5.25798,      5.25798,      3.85959,      3.85959,     -2.61000, 2352395.21552,     17.78641,      6.52547,      2.93442,    154.88650,     24.62719,     11.25084,     11.56673,      5.42879,      0,      5.96931,      4.79454,      9.18495,      0,      0,      0,     25.83175,     37.91479,     18.01272,     19.02834,     22.55962,      0,      9.88389,      0,     31.84906,     31.64398,     33.86721,      0,      5.74951,     20.38235,     10.07780,      5.74951,      0,     48.42884,      0,      5.81722,     36.16521,     17.05775,      0,     10.90292,      0,     17.21532,     14.69560,      4.39042,     23.03336,     30.04311,     25.45277,     13.30664,      4.56710,     11.82365,      5.31679,      4.73686,     22.46633,      0,     26.10034,     12.74523,     -0.23700,     -1.59152,      1.45093,      3.14323,      3.96794,      1.45452,      0.47368,     27,      2,      7,      1,      1,      2,      1,      1,      2,      6,      2,      8,      4,      1,      1,      2,      4,     99.62600,      0,      0,      0,      0,      1,      1,      0,      0,      1,      1,      1,      0,      0,      0,      0,      2,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      1,      0,      1,      0,      0,      0,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0
                     Gefitinib,     123631,        0,    4.100,   68.700,     13.46824,     -0.47476,     13.46824,      0.03641,      0.51785,    446.91000,    422.71800,    446.15210,    164,      0,      0.16243,     -0.49279,      0.49279,      0.16243,      1.16129,      2,      2.77419,      1.50787,   1046.68490,     21.63118,     17.23616,     17.99209,     15.13536,     10.11552,     10.49348,      7.15241,      7.55961,      5.08303,      5.37267,      3.44163,      3.62217,     -2.68000, 13732178.24681,     21.54821,     10.08499,      5.33084,    184.64230,     19.52738,     17.96240,     11.49902,      0,      0,      0,      4.89991,     14.35837,      0,      0,     11.60094,     30.68629,     36.77425,     37.46978,     18.60100,     34.00911,      0,     14.86787,      0,      6.42082,     51.88150,     47.49901,      0,     11.49902,     14.79051,     15.89566,     11.49902,     11.60094,     61.43258,      4.73686,      5.81722,      6.42082,     36.65916,      5.02263,     10.90292,      0,      5.81722,      4.39042,      0,      5.02263,     35.12786,     44.65508,     18.46005,     13.17616,     12.13273,     20.18466,     25.81153,     30.37369,      5.89546,     11.03506,      3.96565,      1.31798,      1.31118,      8.08999,      2.35096,      5.00464,      1.59983,      0.36364,     31,      1,      7,      0,      1,      1,      2,      1,      3,      7,      1,      0,      8,      0,      1,      1,      4,    118.15370,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      0,      3,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      2,      0,      1,      0,      0,      0,      0,      3,      0,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0
                   Gemcitabine,      60750,        0,   -1.500,  108.000,     13.70087,     -3.71328,     13.70087,      0.11406,      0.61209,    263.20000,    252.11200,    263.07176,    100,      0,      0.35131,     -0.39356,      0.39356,      0.35131,      1.61111,      2.27778,      2.77778,      2.41912,    506.83127,     13.49964,      9.03249,      9.03249,      8.37425,      5.04475,      5.04475,      3.87109,      3.87109,      2.66356,      2.66356,      1.72286,      1.72286,     -1.58000,  10211.95767,     12.86606,      4.26462,      1.85465,     99.43405,     20.68359,     11.92183,      6.10397,      6.22790,      0,     11.61227,      4.56710,      4.79454,     13.76481,      0,      0,      6.06637,      6.19684,      6.60688,     23.73075,      5.81786,      0,      9.55108,      0,     24.35836,     12.34055,     22.74749,      0,      0,     11.42341,     14.59869,      0,      0,     44.50148,      4.73686,      0,      6.22790,     17.05775,      0,      0,      0,     36.65499,     18.68189,      0,      5.81786,      4.56710,     12.26321,      0,      0,      0,      4.98398,     15.57706,     32.70182,      0,     14.71820,     18.10388,      4.20969,     -3.82733,      1.15228,     -4.68790,     -0.78729,      0,      0.55556,     18,      4,      7,      0,      1,      1,      0,      1,      1,      7,      3,      0,      2,      0,      1,      1,      2,     54.85900,      0,      2,      2,      1,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      1,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0
                   Gemfibrozil,       3463,        0,    3.800,   46.500,     10.94317,     -0.75534,     10.94317,      0.55655,      0.78496,    250.33800,    228.16200,    250.15689,    100,      0,      0.30856,     -0.49331,      0.49331,      0.30856,      1.33333,      2,      2.61111,      2.42874,    421.74693,     13.75915,     11.61708,     11.61708,      8.32620,      6.26212,      6.26212,      5.41000,      5.41000,      3.12628,      3.12628,      1.66598,      1.66598,     -1.51000,   6869.17287,     14.55064,      5.89416,      4.05838,    108.78518,      9.84339,      5.74951,      0,      0,      0,      5.96931,      4.79454,      0,      0,      0,     12.13273,     57.72986,      0,     12.02187,     14.63793,      5.96931,      0,      0,      5.41499,     40.53659,      6.60688,     29.32600,      0,      5.74951,      4.73686,      0,      5.74951,      0,     17.68271,      4.79454,     19.26246,     37.81602,     18.19910,      0,      0,      0,     11.38430,      4.79454,      0,      0,     13.02770,     17.73378,      5.56345,     13.84747,     25.98021,      6.06637,      9.84339,      5.69982,      0,     10.94317,      8.99731,      1.60178,      0.13645,      6.09649,      1.36099,      8.08065,      0,      0.53333,     18,      1,      3,      0,      0,      0,      1,      0,      1,      2,      1,      3,      6,      0,      0,      0,      1,     72.06180,      1,      0,      0,      0,      0,      0,      0,      0,      1,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0
                     Gestodene,    3033968,        0,    2.900,   37.300,     11.73913,     -1.07338,     11.73913,      0.17200,      0.59266,    310.43700,    284.22900,    310.19328,    122,      0,      0.15518,     -0.37339,      0.37339,      0.15518,      1.30435,      2.13043,      2.86957,      1.68553,    636.71724,     16.24228,     13.92401,     13.92401,     11.04377,      9.17251,      9.17251,      8.04110,      8.04110,      7.53541,      7.53541,      6.37767,      6.37767,     -1.33000, 264546.99439,     15.21253,      5.08188,      1.89444,    138.59054,      5.10653,      5.60105,      5.78324,      0,      0,      0,      4.79454,      0,      0,      6.42335,     24.49330,     74.34859,     11.83581,      0,      9.90106,      5.78324,      0,      0,     29.08661,     57.47054,      0,     23.80116,      0,     12.34378,      0,      0,      0,      0,     16.49082,      4.79454,     41.43040,     51.86949,     23.80116,      0,      0,      0,      5.60105,      9.90106,      0,      5.41499,     35.87569,     38.52493,      5.57310,      0,     12.15204,     18.92019,      6.42335,      0,      0,     11.73913,     11.02418,      0.15803,      5.27736,      0,     18.79131,      2.17666,      0,      0.66667,     23,      1,      2,      4,      0,      4,      0,      0,      0,      2,      1,      2,      1,      2,      0,      2,      4,     90.39880,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      3,      0,      0,      0,      0,      0,      0,      0,      0,      0,      5,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0
                    Gliclazide,       3475,        0,    1.500,   86.900,     12.13321,     -3.82526,     12.13321,      0.08939,      0.88604,    323.41800,    302.25000,    323.13036,    120,      0,      0.34270,     -0.26976,      0.34270,      0.26976,      1.13636,      1.72727,      2.31818,      1.58000,    645.11517,     15.74228,     12.57984,     13.39634,     10.43749,      7.58946,      9.07263,      6.21552,      7.89793,      4.54429,      5.89118,      3.39114,      4.29309,     -1.60000, 119001.77430,     15.30163,      5.88768,      3.25024,    130.45621,      0,      0,      0,      0,     10.02329,      6.03111,      5.42579,     22.94334,      0,      0,     24.11701,     43.73393,     13.08951,      4.89548,     13.21233,     16.05441,      0,     15.15680,     11.83581,     31.08169,     13.08951,     29.82892,      0,      0,     10.14789,      4.79454,      0,      0,     32.54734,     10.02329,     18.75955,     24.82592,     29.16095,      0,      0,      0,     16.05441,     13.21233,      0,      4.89548,     11.83581,     18.65296,     31.39520,     12.13273,     11.93265,     10.14789,      0,     26.33154,      0,     12.02093,      1.82787,      3.61366,      1.26668,      5.69361,      3.66214,      3.49217,     -3.82526,      0.53333,     22,      2,      6,      1,      1,      2,      1,      0,      1,      4,      2,      7,      3,      1,      1,      2,      3,     82.43620,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      1,      0,      0,      0,      1,      2,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      1,      0,      0,      0,      1,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      1
                   Glimepiride,       3476,        0,    3.900,  133.000,     12.53617,     -3.98260,     12.53617,      0.00639,      0.54176,    490.62600,    456.35400,    490.22499,    186,      0,      0.32841,     -0.33727,      0.33727,      0.32841,      1.08824,      1.73529,      2.32353,      1.46065,   1057.33918,     24.88010,     20.01766,     20.83416,     16.10139,     11.80910,     13.29226,      9.16537,     10.84777,      6.51416,      7.86105,      4.41160,      5.32684,     -2.88000, 27869275.87998,     25.73765,     11.03028,      6.37065,    200.95386,     10.63358,      0,      0,      0,     15.93047,     12.06223,      9.69445,     22.72897,      0,      0,     25.98021,     74.63586,     18.15970,     11.44024,     22.80141,     27.99270,      0,     20.25558,      5.91791,     70.23347,     13.08951,     40.97513,      0,      0,     15.35567,      9.58907,      0,      0,     50.41847,     21.23865,      5.91791,     58.43877,     40.30716,      0,      0,      0,     22.08552,     22.80141,      0,     16.84450,     37.42217,     36.81984,     17.03264,     12.13273,     13.84747,     22.27941,      0,     27.15200,      0,     37.97781,      5.48713,      2.41110,      0.38532,      4.99325,      4.79872,      6.52727,     -3.98260,      0.54167,     34,      3,      0,      1,      1,      2,      1,      0,      1,      5,      3,     10,      7,      1,      0,      1,      3,    128.52190,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      3,      3,      0,      0,      0,      1,      3,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      5,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      2
                     Glipizide,       3478,        0,    1.900,  139.000,     12.43792,     -3.94756,     12.43792,      0.00834,      0.59816,    445.54500,    418.32900,    445.17838,    166,      0,      0.32841,     -0.35032,      0.35032,      0.32841,      1.03226,      1.74194,      2.38710,      1.48086,   1001.07054,     22.26937,     17.42687,     18.24336,     14.83134,     10.32444,     11.80760,      7.60677,      9.28917,      5.11392,      6.46081,      3.39879,      4.31402,     -3.01000, 7718338.41137,     22.67022,     10.34008,      6.74480,    181.66973,     10.63358,      5.69393,      0,      0,     15.93047,      6.03111,      9.77852,     22.91841,      0,      0,     31.39520,     43.88239,     18.78344,     16.78626,     18.00687,     21.96159,      0,     25.32363,      0,     56.38599,      6.54476,     53.61046,      0,      0,     15.35567,      4.79454,      0,      0,     42.91065,     16.44411,      6.92374,     53.84995,     41.55464,      0,      0,      0,     16.05441,     18.00687,      0,     22.53843,     12.96558,     43.36149,     24.52642,     19.05647,      0,     25.32363,      0,     26.94766,      0,     32.16274,      5.48376,      1.81765,     -0.31956,      5.52728,      8.42545,      2.15258,     -3.94756,      0.42857,     31,      3,      0,      1,      0,      1,      1,      1,      2,      6,      3,     10,      7,      1,      0,      1,      3,    114.97440,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      2,      2,      0,      0,      0,      2,      3,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      3,      0,      0,      1,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      1
                    Gliquidone,      91610,        0,    4.600,  130.000,     13.17538,     -4.02806,     13.17538,      0.00966,      0.53161,    527.64300,    494.37900,    527.20901,    198,      0,      0.32841,     -0.49674,      0.49674,      0.32841,      1.05405,      1.72973,      2.37838,      1.41080,   1297.92160,     26.79432,     21.37350,     22.19000,     17.52404,     12.49789,     13.98106,     10.10630,     11.78870,      7.18065,      8.52754,      4.98452,      5.89976,     -3.40000, 133457497.12036,     26.65706,     10.53033,      5.63514,    217.16941,     10.05365,      5.74951,      0,      5.90718,     15.93047,      6.03111,     14.48898,     17.93443,      0,      0,     37.46157,     68.50231,     18.15005,     17.42027,     27.53827,     27.86877,      0,     14.93879,      0,     68.72472,     13.65455,     59.15492,      0,      5.74951,     14.77575,      4.79454,      5.74951,      0,     50.85958,     26.65364,      0,     67.43647,     47.36005,      0,      0,      0,     21.46940,     22.80141,      0,     29.29644,     23.29724,     37.66756,     24.14244,     44.17931,      0,     10.03888,      4.73686,     32.62592,      0,     39.74309,      2.73545,      0.96730,     -0.13595,     10.46929,      5.21436,      3.72242,     -2.50854,      0.44444,     37,      2,      0,      1,      1,      2,      2,      0,      2,      6,      2,     10,      7,      1,      0,      1,      4,    137.93570,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      3,      3,      0,      0,      0,      1,      2,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      4,      0,      0,      0,      0,      0,      0,      2,      0,      1,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      1
                   Glisoxepide,      32778,        0,    2.900,  142.000,     12.46239,     -3.98094,     12.46239,      0.00984,      0.58607,    449.53300,    422.31700,    449.17329,    168,      0,      0.34270,     -0.36091,      0.36091,      0.34270,      1.09677,      1.77419,      2.38710,      1.48088,    995.22282,     22.26937,     17.38752,     18.20402,     14.83134,     10.22202,     11.70518,      7.42034,      9.10274,      4.88627,      6.23317,      3.24949,      4.15144,     -2.92000, 7642264.08072,     22.75824,     10.40189,      6.79165,    180.92574,      9.83988,      5.76025,      5.69393,      0,     15.93047,      6.03111,     10.22033,     22.94334,      0,      0,     30.13104,     43.88239,     25.70064,      4.89548,     22.52997,     21.96159,      0,     25.63025,      0,     43.92333,     19.63427,     47.34946,      0,      0,     15.46467,      4.79454,      0,      0,     50.15594,     16.44411,      6.92374,     47.49545,     39.75041,      0,      0,      0,     16.05441,     18.00687,      0,     16.49659,     31.81534,     31.24674,     12.13273,     30.13175,      4.72209,     15.89924,      4.52309,     31.83640,      0,     24.03401,      8.11956,      3.65084,      0.21420,      6.93324,      4.64698,      3.46237,     -3.98094,      0.45000,     31,      3,     10,      0,      1,      1,      1,      1,      2,      7,      3,     11,      7,      0,      1,      1,      3,    112.61340,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      2,      2,      0,      0,      0,      2,      3,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      3,      0,      0,      1,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      1
                   Glucosamine,     439213,        0,   -2.800,  116.000,      9.19954,     -1.34671,      9.19954,      0.47023,      0.28844,    179.17200,    166.06800,    179.07937,     72,      0,      0.17250,     -0.39357,      0.39357,      0.17250,      1.16667,      1.75000,      2.25000,      2.63441,    150.11898,      9.30096,      6.36831,      6.36831,      5.57459,      3.63714,      3.63714,      2.80621,      2.80621,      1.94861,      1.94861,      1.11762,      1.11762,     -0.24000,    454.51750,      9.84503,      3.64892,      1.58176,     69.18850,     30.89664,     18.31190,      6.29003,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     12.64872,     25.16297,      0,      0,      0,      5.73367,     30.64377,      6.60688,      0,      0,      0,      5.73367,      0,      0,      0,     57.67676,      4.73686,      0,      0,      0,      0,      0,      0,     37.25065,     10.21305,      0,      0,      0,      0,      0,      0,      0,      0,     20.68359,      4.70093,      0,      0,     36.06475,      5.26247,      0,     -1.03907,     -4.85218,     -0.47023,      0,      1,     12,      6,      6,      0,      1,      1,      0,      0,      0,      6,      5,      6,      1,      0,      1,      1,      1,     37.95460,      0,      4,      4,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0
